Date,Weekday,Month,TrainNo,TrainType,Direction,TripLine,StationID,StopSeq,ScheduledArr,FirstDep,LastArr,Period,IsHoliday,HolidayType,IsTerminal,RunMin,StationClass,SideTrackCount,IsDouble,MixIndex,SpeedDiff,PrevDelay,DelayTime,IsDelayed,IsDelayed_Research,StationName
2026-03-01,,,2223,區間,1,1.0,4080,48.0,20:38,16:33,20:38,離峰,1,週末,1,4.0,,,,3.0,42.0,0.0,1,0,0,嘉義
2026-03-01,,,2224,區間,0,1.0,1150,48.0,18:47,14:29,18:47,尖峰,1,週末,1,3.0,,,,1.0,2.0,4.0,2,0,1,北湖
2026-03-01,,,2226,區間,0,1.0,3300,7.0,16:48,16:24,16:48,離峰,1,週末,1,4.0,,,,3.0,11.0,0.0,0,0,0,臺中
2026-03-01,,,223,自強,1,0.0,1040,6.0,17:33,14:51,17:33,尖峰,1,週末,1,6.0,,,,3.0,3.0,0.0,1,0,0,樹林
2026-03-01,,,2233,區間,1,1.0,4080,74.0,21:26,14:54,21:26,離峰,1,週末,1,4.0,,,,3.0,16.0,1.0,1,0,0,嘉義
2026-03-01,,,2234,區間,0,1.0,0900,74.0,22:08,15:27,22:08,離峰,1,週末,1,5.0,,,,2.0,5.0,6.0,6,1,1,基隆
2026-03-01,,,2237,區間,1,1.0,3340,30.0,20:18,17:50,20:18,離峰,1,週末,1,2.0,,,,2.0,5.0,0.0,0,0,0,新烏日
2026-03-01,,,224,傾斜式自強,0,0.0,7000,17.0,14:44,11:40,14:44,離峰,1,週末,1,12.0,,,,2.0,116.0,0.0,0,0,0,花蓮
2026-03-01,,,2243,區間,1,1.0,4080,48.0,22:23,18:10,22:23,離峰,1,週末,1,4.0,,,,2.0,46.0,3.0,3,0,1,嘉義
2026-03-01,,,2244,區間,0,1.0,1150,48.0,20:54,16:39,20:54,離峰,1,週末,1,4.0,,,,1.0,2.0,0.0,0,0,0,北湖
2026-03-01,,,2246,區間,0,1.0,3300,7.0,18:48,18:24,18:48,尖峰,1,週末,1,4.0,,,,4.0,11.0,0.0,0,0,0,臺中
2026-03-01,,,2253,區間,1,1.0,4080,74.0,23:20,17:02,23:20,離峰,1,週末,1,4.0,,,,2.0,15.0,1.0,0,0,0,嘉義
2026-03-01,,,2254,區間,0,1.0,0900,74.0,23:53,17:47,23:53,離峰,1,週末,1,5.0,,,,1.0,0.0,0.0,0,0,0,基隆
2026-03-01,,,2257,區間,1,1.0,4080,31.0,23:47,21:13,23:47,離峰,1,週末,1,4.0,,,,2.0,15.0,0.0,0,0,0,嘉義
2026-03-01,,,2264,區間,0,1.0,1150,48.0,22:42,18:44,22:42,離峰,1,週末,1,4.0,,,,2.0,2.0,0.0,0,0,0,北湖
2026-03-01,,,2267,區間,1,1.0,3390,18.0,23:30,22:20,23:30,離峰,1,週末,1,5.0,,,,1.0,1.0,0.0,0,0,0,員林
2026-03-01,,,2270,區間,0,1.0,3160,18.0,21:54,20:30,21:54,離峰,1,週末,1,6.0,,,,2.0,21.0,0.0,0,0,0,苗栗
2026-03-01,,,2272,區間,0,1.0,3230,24.0,21:25,19:32,21:25,離峰,1,週末,1,4.0,,,,3.0,22.0,0.0,0,0,0,豐原
2026-03-01,,,2274,區間,0,1.0,1150,48.0,23:42,19:56,23:42,離峰,1,週末,1,4.0,,,,1.0,2.0,0.0,0,0,0,北湖
2026-03-01,,,228,傾斜式自強,0,0.0,7000,14.0,15:45,12:50,15:45,離峰,1,週末,1,41.0,,,,5.0,35.0,0.0,0,0,0,花蓮
2026-03-01,,,2294,區間,0,0.0,3360,17.0,23:26,22:04,23:26,離峰,1,週末,1,6.0,,,,3.0,15.0,0.0,0,0,0,彰化
2026-03-01,,,231,傾斜式自強,1,0.0,1040,8.0,19:25,16:45,19:25,尖峰,1,週末,1,6.0,,,,5.0,7.0,0.0,2,0,1,樹林
2026-03-01,,,232,自強,0,0.0,6220,12.0,17:02,13:53,17:02,尖峰,1,週末,1,5.0,,,,3.0,9.0,0.0,1,0,0,壽豐
2026-03-01,,,233,傾斜式自強,1,0.0,1040,7.0,20:41,18:02,20:41,離峰,1,週末,1,6.0,,,,5.0,14.0,0.0,0,0,0,樹林
2026-03-01,,,234,傾斜式自強,0,0.0,7000,7.0,16:47,14:08,16:47,離峰,1,週末,1,57.0,,,,3.0,46.0,0.0,0,0,0,花蓮
2026-03-01,,,235,傾斜式自強,1,0.0,1040,17.0,21:38,18:33,21:38,離峰,1,週末,1,6.0,,,,4.0,12.0,0.0,0,0,0,樹林
2026-03-01,,,236,傾斜式自強,0,0.0,7000,7.0,17:47,15:09,17:47,尖峰,1,週末,1,57.0,,,,4.0,51.0,0.0,0,0,0,花蓮
2026-03-01,,,237,傾斜式自強,1,0.0,1040,9.0,22:22,19:37,22:22,離峰,1,週末,1,6.0,,,,4.0,5.0,0.0,0,0,0,樹林
2026-03-01,,,241,自強,1,0.0,1040,16.0,23:52,20:16,23:52,離峰,1,週末,1,7.0,,,,4.0,13.0,0.0,0,0,0,樹林
2026-03-01,,,246,自強,0,0.0,7000,15.0,22:00,18:18,22:00,離峰,1,週末,1,15.0,,,,3.0,44.0,0.0,0,0,0,花蓮
2026-03-01,,,247,傾斜式自強,1,0.0,1040,7.0,23:15,20:38,23:15,離峰,1,週末,1,6.0,,,,4.0,13.0,1.0,2,0,1,樹林
2026-03-01,,,248,傾斜式自強,0,0.0,7000,8.0,21:43,19:05,21:43,離峰,1,週末,1,57.0,,,,4.0,111.0,1.0,0,0,0,花蓮
2026-03-01,,,250,自強,0,0.0,7000,6.0,21:26,18:45,21:26,離峰,1,週末,1,117.0,,,,4.0,111.0,5.0,0,0,0,花蓮
2026-03-01,,,252,自強,0,0.0,6220,14.0,23:33,20:20,23:33,離峰,1,週末,1,5.0,,,,1.0,4.0,2.0,1,0,0,壽豐
2026-03-01,,,2521,區間,1,2.0,3360,22.0,12:14,10:05,12:14,離峰,1,週末,1,8.0,,,,3.0,14.0,0.0,1,0,0,彰化
2026-03-01,,,2523,區間,1,2.0,3360,22.0,13:20,11:13,13:20,離峰,1,週末,1,9.0,,,,4.0,10.0,0.0,0,0,0,彰化
2026-03-01,,,2527,區間,1,2.0,3360,18.0,14:24,12:34,14:24,離峰,1,週末,1,9.0,,,,5.0,13.0,0.0,0,0,0,彰化
2026-03-01,,,2528,區間,0,2.0,1250,18.0,12:43,11:03,12:43,離峰,1,週末,1,5.0,,,,4.0,10.0,0.0,0,0,0,竹南
2026-03-01,,,2531,區間,1,2.0,3360,18.0,15:15,13:31,15:15,離峰,1,週末,1,10.0,,,,4.0,8.0,0.0,0,0,0,彰化
2026-03-01,,,2532,區間,0,2.0,1250,18.0,13:43,11:58,13:43,離峰,1,週末,1,5.0,,,,3.0,9.0,0.0,0,0,0,竹南
2026-03-01,,,2533,區間,1,2.0,3360,18.0,16:07,14:31,16:07,離峰,1,週末,1,8.0,,,,4.0,40.0,3.0,2,0,1,彰化
2026-03-01,,,2534,區間,0,2.0,1210,22.0,15:02,12:58,15:02,離峰,1,週末,1,6.0,,,,3.0,25.0,0.0,0,0,0,新竹
2026-03-01,,,2535,區間,1,2.0,3360,27.0,17:42,14:49,17:42,尖峰,1,週末,1,12.0,,,,4.0,43.0,0.0,0,0,0,彰化
2026-03-01,,,2538,區間,0,2.0,1150,27.0,16:28,13:50,16:28,離峰,1,週末,1,4.0,,,,1.0,2.0,2.0,2,0,1,北湖
2026-03-01,,,2539,區間,1,2.0,3360,18.0,18:08,16:22,18:08,尖峰,1,週末,1,8.0,,,,4.0,28.0,1.0,0,0,0,彰化
2026-03-01,,,2540,區間,0,2.0,1250,18.0,16:09,14:33,16:09,離峰,1,週末,1,5.0,,,,3.0,9.0,0.0,1,0,0,竹南
2026-03-01,,,2541,區間,1,2.0,3360,24.0,18:22,16:10,18:22,尖峰,1,週末,1,8.0,,,,4.0,28.0,3.0,0,0,0,彰化
2026-03-01,,,2542,區間,0,2.0,1180,24.0,17:41,15:18,17:41,尖峰,1,週末,1,5.0,,,,1.0,4.0,4.0,0,0,0,竹北
2026-03-01,,,2543,區間,1,2.0,3360,27.0,19:29,16:59,19:29,尖峰,1,週末,1,12.0,,,,5.0,17.0,0.0,0,0,0,彰化
2026-03-01,,,2544,區間,0,2.0,1210,22.0,18:34,16:16,18:34,尖峰,1,週末,1,6.0,,,,3.0,39.0,1.0,1,0,0,新竹
2026-03-01,,,2547,區間,1,2.0,3360,24.0,20:24,18:17,20:24,離峰,1,週末,1,8.0,,,,3.0,10.0,1.0,0,0,0,彰化
2026-03-01,,,2548,區間,0,2.0,1210,22.0,19:02,16:56,19:02,尖峰,1,週末,1,6.0,,,,4.0,24.0,1.0,1,0,0,新竹
2026-03-01,,,2550,區間,0,2.0,1210,22.0,20:08,17:51,20:08,離峰,1,週末,1,6.0,,,,5.0,67.0,1.0,0,0,0,新竹
2026-03-01,,,2551,區間,1,2.0,3360,22.0,21:41,19:44,21:41,離峰,1,週末,1,8.0,,,,2.0,8.0,1.0,0,0,0,彰化
2026-03-01,,,2553,區間,1,2.0,3360,22.0,22:35,20:31,22:35,離峰,1,週末,1,10.0,,,,3.0,8.0,2.0,0,0,0,彰化
2026-03-01,,,2554,區間,0,2.0,1180,24.0,21:06,18:56,21:06,離峰,1,週末,1,5.0,,,,2.0,1.0,12.0,12,1,1,竹北
2026-03-01,,,2557,區間,1,2.0,3360,22.0,23:22,21:24,23:22,離峰,1,週末,1,8.0,,,,3.0,15.0,3.0,3,0,1,彰化
2026-03-01,,,2558,區間,0,2.0,1210,22.0,22:38,20:34,22:38,離峰,1,週末,1,6.0,,,,2.0,25.0,2.0,3,0,1,新竹
2026-03-01,,,256,傾斜式自強,0,0.0,7000,10.0,00:23,21:39,00:23,深夜,1,週末,1,-1383.0,,,,2.0,1398.0,1.0,0,0,0,花蓮
2026-03-01,,,2561,區間,1,2.0,2230,20.0,23:40,21:55,23:40,離峰,1,週末,1,4.0,,,,2.0,2.0,11.0,12,1,1,沙鹿
2026-03-01,,,2562,區間,0,2.0,1210,22.0,23:59,22:02,23:59,離峰,1,週末,1,6.0,,,,2.0,3.0,5.0,6,1,1,新竹
2026-03-01,,,2564,區間,0,2.0,2200,8.0,23:41,22:54,23:41,離峰,1,週末,1,6.0,,,,1.0,1.0,2.0,2,0,1,大甲
2026-03-01,,,2608,區間,0,,2170,23.0,12:36,10:51,12:36,離峰,1,週末,1,7.0,,,,3.0,8.0,0.0,0,0,0,通霄
2026-03-01,,,2610,區間,0,,2200,20.0,14:00,12:36,14:00,離峰,1,週末,1,6.0,,,,3.0,38.0,0.0,0,0,0,大甲
2026-03-01,,,2612,區間,0,,2200,20.0,15:01,13:36,15:01,離峰,1,週末,1,6.0,,,,1.0,1.0,3.0,2,0,1,大甲
2026-03-01,,,2614,區間,0,,2170,23.0,15:56,14:11,15:56,離峰,1,週末,1,7.0,,,,2.0,2.0,0.0,0,0,0,通霄
2026-03-01,,,2615,區間,1,,3230,23.0,13:16,11:22,13:16,離峰,1,週末,1,4.0,,,,4.0,84.0,0.0,0,0,0,豐原
2026-03-01,,,2617,區間,1,,3230,23.0,14:32,12:51,14:32,離峰,1,週末,1,4.0,,,,3.0,22.0,0.0,0,0,0,豐原
2026-03-01,,,2618,區間,0,,2200,13.0,18:22,17:10,18:22,尖峰,1,週末,1,5.0,,,,4.0,6.0,1.0,1,0,0,大甲
2026-03-01,,,2619,區間,1,,3160,26.0,16:49,14:38,16:49,離峰,1,週末,1,6.0,,,,3.0,22.0,1.0,2,0,1,苗栗
2026-03-01,,,2621,區間,1,,3230,20.0,17:01,15:36,17:01,尖峰,1,週末,1,4.0,,,,4.0,22.0,1.0,2,0,1,豐原
2026-03-01,,,2622,區間,0,,2170,29.0,19:24,17:02,19:24,尖峰,1,週末,1,7.0,,,,3.0,2.0,1.0,0,0,0,通霄
2026-03-01,,,2623,區間,1,,3230,23.0,18:01,16:10,18:01,尖峰,1,週末,1,4.0,,,,4.0,78.0,5.0,5,1,1,豐原
2026-03-01,,,2624,區間,0,,2170,23.0,20:18,18:25,20:18,離峰,1,週末,1,7.0,,,,2.0,9.0,0.0,0,0,0,通霄
2026-03-01,,,2627,區間,1,,3230,20.0,20:03,18:33,20:03,離峰,1,週末,1,4.0,,,,2.0,19.0,0.0,0,0,0,豐原
2026-03-01,,,2628,區間,0,,2170,23.0,21:50,20:16,21:50,離峰,1,週末,1,6.0,,,,3.0,15.0,1.0,1,0,0,通霄
2026-03-01,,,2631,區間,1,,3300,16.0,21:09,19:46,21:09,離峰,1,週末,1,4.0,,,,3.0,50.0,0.0,0,0,0,臺中
2026-03-01,,,2632,區間,0,,2200,13.0,22:24,21:30,22:24,離峰,1,週末,1,6.0,,,,3.0,7.0,2.0,3,0,1,大甲
2026-03-01,,,2633,區間,1,,3230,23.0,22:35,20:49,22:35,離峰,1,週末,1,4.0,,,,2.0,19.0,1.0,0,0,0,豐原
2026-03-01,,,2634,區間,0,,2230,17.0,23:08,21:58,23:08,離峰,1,週末,1,6.0,,,,2.0,2.0,2.0,2,0,1,沙鹿
2026-03-01,,,271,傾斜式自強,1,1.0,3360,14.0,14:52,10:18,14:52,離峰,1,週末,1,12.0,,,,5.0,13.0,0.0,0,0,0,彰化
2026-03-01,,,2728,區間快,0,0.0,3360,10.0,22:44,21:15,22:44,離峰,1,週末,1,13.0,,,,3.0,8.0,3.0,0,0,0,彰化
2026-03-01,,,273,傾斜式自強,1,1.0,3360,10.0,18:39,14:18,18:39,尖峰,1,週末,1,13.0,,,,4.0,28.0,0.0,0,0,0,彰化
2026-03-01,,,282,傾斜式自強,0,1.0,7000,10.0,19:59,15:42,19:59,尖峰,1,週末,1,57.0,,,,4.0,52.0,4.0,1,0,0,花蓮
2026-03-01,,,283,自強,1,1.0,3470,18.0,23:08,17:17,23:08,離峰,1,週末,1,15.0,,,,2.0,11.0,0.0,0,0,0,斗六
2026-03-01,,,285,自強,1,2.0,3360,19.0,23:25,18:15,23:25,離峰,1,週末,1,16.0,,,,3.0,15.0,3.0,2,0,1,彰化
2026-03-01,,,288,傾斜式自強,0,1.0,7000,14.0,23:39,19:10,23:39,離峰,1,週末,1,57.0,,,,2.0,51.0,0.0,0,0,0,花蓮
2026-03-01,,,3010,區間快,0,1.0,3230,30.0,16:09,11:14,16:09,離峰,1,週末,1,6.0,,,,4.0,88.0,0.0,0,0,0,豐原
2026-03-01,,,3018,區間快,0,0.0,4340,17.0,14:12,11:08,14:12,離峰,1,週末,1,11.0,,,,3.0,22.0,0.0,0,0,0,新左營
2026-03-01,,,3021,區間快,1,0.0,6000,18.0,20:14,17:15,20:14,離峰,1,週末,1,6.0,,,,3.0,17.0,0.0,0,0,0,臺東
2026-03-01,,,3023,區間快,1,0.0,5120,29.0,19:29,15:39,19:29,尖峰,1,週末,1,5.0,,,,3.0,26.0,2.0,1,0,0,枋寮
2026-03-01,,,3028,區間快,0,0.0,3360,36.0,19:52,14:22,19:52,尖峰,1,週末,1,11.0,,,,5.0,17.0,0.0,0,0,0,彰化
2026-03-01,,,3029,區間快,1,1.0,5050,30.0,19:44,15:31,19:44,尖峰,1,週末,1,13.0,,,,4.0,12.0,0.0,0,0,0,潮州
2026-03-01,,,3031,區間快,1,0.0,5050,17.0,20:30,18:47,20:30,離峰,1,週末,1,8.0,,,,3.0,7.0,7.0,7,1,1,潮州
2026-03-01,,,3032,區間快,0,0.0,4220,14.0,18:35,16:44,18:35,尖峰,1,週末,1,18.0,,,,4.0,30.0,2.0,1,0,0,臺南
2026-03-01,,,3035,區間快,1,1.0,5050,32.0,21:05,16:39,21:05,離峰,1,週末,1,8.0,,,,3.0,8.0,1.0,0,0,0,潮州
2026-03-01,,,3038,區間快,0,0.0,4340,22.0,20:07,17:00,20:07,離峰,1,週末,1,5.0,,,,3.0,7.0,0.0,2,0,1,新左營
2026-03-01,,,3061,區間快,1,0.0,5120,22.0,13:14,11:20,13:14,離峰,1,週末,1,5.0,,,,2.0,46.0,0.0,7,1,1,枋寮
2026-03-01,,,3063,區間快,1,0.0,5120,14.0,14:36,13:15,14:36,離峰,1,週末,1,5.0,,,,3.0,62.0,0.0,0,0,0,枋寮
2026-03-01,,,3067,區間快,1,0.0,5120,14.0,15:43,14:13,15:43,離峰,1,週末,1,5.0,,,,2.0,75.0,0.0,0,0,0,枋寮
2026-03-01,,,3071,區間快,1,0.0,5120,22.0,16:39,14:56,16:39,離峰,1,週末,1,5.0,,,,2.0,14.0,0.0,0,0,0,枋寮
2026-03-01,,,3072,區間快,0,0.0,4340,14.0,13:41,12:12,13:41,離峰,1,週末,1,10.0,,,,4.0,7.0,1.0,0,0,0,新左營
2026-03-01,,,3073,區間快,1,0.0,5120,15.0,17:45,16:15,17:45,尖峰,1,週末,1,5.0,,,,5.0,10.0,0.0,0,0,0,枋寮
2026-03-01,,,3074,區間快,0,0.0,4340,22.0,15:39,13:59,15:39,離峰,1,週末,1,4.0,,,,4.0,22.0,0.0,4,0,1,新左營
2026-03-01,,,3078,區間快,0,0.0,4340,22.0,17:50,16:21,17:50,尖峰,1,週末,1,4.0,,,,3.0,21.0,0.0,0,0,0,新左營
2026-03-01,,,308,自強,0,0.0,4340,25.0,15:01,10:24,15:01,離峰,1,週末,1,8.0,,,,4.0,22.0,1.0,0,0,0,新左營
2026-03-01,,,3081,區間快,1,0.0,5120,15.0,21:56,20:36,21:56,離峰,1,週末,1,5.0,,,,3.0,3.0,0.0,0,0,0,枋寮
2026-03-01,,,3082,區間快,0,0.0,4340,22.0,19:31,18:00,19:31,尖峰,1,週末,1,4.0,,,,3.0,22.0,0.0,1,0,0,新左營
2026-03-01,,,3087,區間快,1,0.0,5120,14.0,23:37,22:15,23:37,離峰,1,週末,1,5.0,,,,1.0,0.0,0.0,0,0,0,枋寮
2026-03-01,,,310,自強,0,0.0,4340,9.0,14:47,12:20,14:47,離峰,1,週末,1,10.0,,,,3.0,22.0,1.0,0,0,0,新左營
2026-03-01,,,313,自強,1,0.0,6000,16.0,17:29,14:36,17:29,尖峰,1,週末,1,6.0,,,,2.0,15.0,0.0,0,0,0,臺東
2026-03-01,,,3132,區間,0,1.0,1150,90.0,12:32,05:16,12:32,離峰,1,週末,1,4.0,,,,1.0,2.0,0.0,0,0,0,北湖
2026-03-01,,,314,自強,0,0.0,4340,9.0,15:50,13:41,15:50,離峰,1,週末,1,8.0,,,,4.0,22.0,1.0,1,0,0,新左營
2026-03-01,,,3148,區間,0,1.0,3220,73.0,12:39,07:04,12:39,離峰,1,週末,1,6.0,,,,1.0,3.0,1.0,0,0,0,后里
2026-03-01,,,3158,區間,0,1.0,3220,73.0,13:35,07:58,13:35,離峰,1,週末,1,6.0,,,,2.0,6.0,0.0,0,0,0,后里
2026-03-01,,,3159,區間,1,1.0,5050,85.0,12:22,05:24,12:22,離峰,1,週末,1,5.0,,,,4.0,9.0,0.0,1,0,0,潮州
2026-03-01,,,3161,區間,1,0.0,5050,43.0,12:50,09:18,12:50,離峰,1,週末,1,5.0,,,,4.0,9.0,1.0,1,0,0,潮州
2026-03-01,,,3165,區間,1,0.0,5050,20.0,13:06,11:55,13:06,離峰,1,週末,1,5.0,,,,3.0,14.0,1.0,2,0,1,潮州
2026-03-01,,,3167,區間,1,1.0,5050,73.0,13:17,07:25,13:17,離峰,1,週末,1,5.0,,,,3.0,14.0,0.0,0,0,0,潮州
2026-03-01,,,3168,區間,0,1.0,3220,73.0,14:31,08:55,14:31,離峰,1,週末,1,6.0,,,,1.0,3.0,0.0,0,0,0,后里
2026-03-01,,,317,自強,1,0.0,7000,24.0,20:34,15:51,20:34,離峰,1,週末,1,5.0,,,,4.0,123.0,1.0,1,0,0,花蓮
2026-03-01,,,3171,區間,1,0.0,5050,43.0,13:44,10:26,13:44,離峰,1,週末,1,5.0,,,,3.0,14.0,1.0,0,0,0,潮州
2026-03-01,,,3177,區間,1,1.0,5050,76.0,14:18,08:08,14:18,離峰,1,週末,1,5.0,,,,4.0,15.0,0.0,0,0,0,潮州
2026-03-01,,,3178,區間,0,1.0,3220,73.0,15:54,09:48,15:54,離峰,1,週末,1,6.0,,,,2.0,3.0,0.0,0,0,0,后里
2026-03-01,,,3181,區間,1,0.0,5050,43.0,14:41,11:29,14:41,離峰,1,週末,1,5.0,,,,4.0,15.0,2.0,2,0,1,潮州
2026-03-01,,,3187,區間,1,1.0,5050,75.0,15:01,09:05,15:01,離峰,1,週末,1,5.0,,,,3.0,12.0,11.0,11,1,1,潮州
2026-03-01,,,3188,區間,0,1.0,3220,73.0,16:47,10:48,16:47,離峰,1,週末,1,6.0,,,,1.0,3.0,1.0,0,0,0,后里
2026-03-01,,,3191,區間,1,0.0,5050,43.0,15:20,12:11,15:20,離峰,1,週末,1,5.0,,,,3.0,12.0,1.0,1,0,0,潮州
2026-03-01,,,3192,區間,0,0.0,3470,49.0,15:24,11:28,15:24,離峰,1,週末,1,7.0,,,,3.0,15.0,0.0,0,0,0,斗六
2026-03-01,,,3197,區間,1,1.0,5050,73.0,15:51,10:18,15:51,離峰,1,週末,1,5.0,,,,3.0,12.0,0.0,0,0,0,潮州
2026-03-01,,,3198,區間,0,1.0,3220,73.0,17:32,11:41,17:32,尖峰,1,週末,1,7.0,,,,2.0,5.0,4.0,4,0,1,后里
2026-03-01,,,3201,區間,1,0.0,5050,43.0,16:22,13:12,16:22,離峰,1,週末,1,5.0,,,,3.0,74.0,0.0,0,0,0,潮州
2026-03-01,,,3207,區間,1,1.0,5000,68.0,16:43,11:08,16:43,離峰,1,週末,1,4.0,,,,3.0,43.0,0.0,0,0,0,屏東
2026-03-01,,,3208,區間,0,1.0,3220,73.0,18:41,13:04,18:41,尖峰,1,週末,1,6.0,,,,2.0,3.0,2.0,2,0,1,后里
2026-03-01,,,3211,區間,1,0.0,5050,43.0,17:24,14:03,17:24,尖峰,1,週末,1,5.0,,,,5.0,74.0,0.0,0,0,0,潮州
2026-03-01,,,3218,區間,0,1.0,3220,73.0,19:52,13:52,19:52,尖峰,1,週末,1,6.0,,,,2.0,18.0,0.0,0,0,0,后里
2026-03-01,,,3221,區間,1,0.0,5050,43.0,18:38,15:22,18:38,尖峰,1,週末,1,5.0,,,,3.0,9.0,1.0,0,0,0,潮州
2026-03-01,,,3227,區間,1,1.0,5050,73.0,19:01,13:14,19:01,尖峰,1,週末,1,5.0,,,,4.0,12.0,0.0,0,0,0,潮州
2026-03-01,,,3228,區間,0,1.0,3220,73.0,20:45,14:38,20:45,離峰,1,週末,1,6.0,,,,2.0,6.0,0.0,0,0,0,后里
2026-03-01,,,3229,區間,1,0.0,5000,15.0,18:57,18:10,18:57,尖峰,1,週末,1,4.0,,,,4.0,9.0,0.0,0,0,0,屏東
2026-03-01,,,323,自強,1,0.0,7000,24.0,23:25,18:49,23:25,離峰,1,週末,1,6.0,,,,2.0,51.0,0.0,1,0,0,花蓮
2026-03-01,,,3231,區間,1,0.0,5050,49.0,19:40,15:52,19:40,尖峰,1,週末,1,5.0,,,,4.0,12.0,0.0,0,0,0,潮州
2026-03-01,,,3237,區間,1,1.0,5050,73.0,20:11,14:26,20:11,離峰,1,週末,1,5.0,,,,3.0,7.0,5.0,4,0,1,潮州
2026-03-01,,,3238,區間,0,1.0,3220,73.0,21:47,15:46,21:47,離峰,1,週末,1,6.0,,,,1.0,3.0,0.0,0,0,0,后里
2026-03-01,,,324,自強,0,0.0,4220,12.0,20:31,16:01,20:31,離峰,1,週末,1,18.0,,,,2.0,21.0,0.0,0,0,0,臺南
2026-03-01,,,3241,區間,1,0.0,5050,43.0,20:38,17:10,20:38,離峰,1,週末,1,5.0,,,,3.0,7.0,6.0,9,1,1,潮州
2026-03-01,,,3242,區間,0,0.0,4060,45.0,19:56,16:20,19:56,尖峰,1,週末,1,6.0,,,,1.0,2.0,2.0,3,0,1,民雄
2026-03-01,,,3247,區間,1,1.0,5050,73.0,21:13,15:13,21:13,離峰,1,週末,1,5.0,,,,3.0,8.0,3.0,2,0,1,潮州
2026-03-01,,,3248,區間,0,1.0,1210,80.0,23:52,17:11,23:52,離峰,1,週末,1,6.0,,,,2.0,3.0,0.0,0,0,0,新竹
2026-03-01,,,3250,區間,0,0.0,4340,20.0,18:17,17:00,18:17,尖峰,1,週末,1,4.0,,,,4.0,22.0,1.0,1,0,0,新左營
2026-03-01,,,3251,區間,1,0.0,5050,43.0,21:45,18:07,21:45,離峰,1,週末,1,5.0,,,,3.0,8.0,4.0,3,0,1,潮州
2026-03-01,,,3257,區間,1,1.0,5050,73.0,22:05,16:17,22:05,離峰,1,週末,1,5.0,,,,2.0,17.0,0.0,0,0,0,潮州
2026-03-01,,,3258,區間,0,0.0,3430,52.0,22:06,18:08,22:06,離峰,1,週末,1,7.0,,,,2.0,2.0,1.0,1,0,0,二水
2026-03-01,,,3261,區間,1,0.0,5050,43.0,22:25,19:18,22:25,離峰,1,週末,1,5.0,,,,2.0,17.0,20.0,20,1,1,潮州
2026-03-01,,,3262,區間,0,1.0,3220,73.0,00:02,18:39,00:02,深夜,1,週末,1,-1434.0,,,,1.0,0.0,1.0,1,0,0,后里
2026-03-01,,,3266,區間,0,0.0,4170,29.0,21:23,19:17,21:23,離峰,1,週末,1,4.0,,,,2.0,4.0,13.0,13,1,1,善化
2026-03-01,,,3267,區間,1,1.0,5050,73.0,22:59,17:19,22:59,離峰,1,週末,1,5.0,,,,2.0,17.0,0.0,0,0,0,潮州
2026-03-01,,,3268,區間,0,0.0,3360,59.0,23:46,19:17,23:46,離峰,1,週末,1,6.0,,,,3.0,15.0,1.0,1,0,0,彰化
2026-03-01,,,327,自強,1,0.0,6000,12.0,23:48,21:31,23:48,離峰,1,週末,1,10.0,,,,1.0,0.0,0.0,0,0,0,臺東
2026-03-01,,,3272,區間,0,0.0,3470,49.0,23:23,19:52,23:23,離峰,1,週末,1,6.0,,,,2.0,11.0,0.0,0,0,0,斗六
2026-03-01,,,3277,區間,1,1.0,5050,73.0,23:36,17:50,23:36,離峰,1,週末,1,5.0,,,,4.0,8.0,1.0,8,1,1,潮州
2026-03-01,,,3282,區間,0,0.0,4120,39.0,23:27,20:50,23:27,離峰,1,週末,1,4.0,,,,2.0,11.0,0.0,0,0,0,新營
2026-03-01,,,3288,區間,0,0.0,4170,34.0,23:36,21:24,23:36,離峰,1,週末,1,4.0,,,,2.0,10.0,1.0,1,0,0,善化
2026-03-01,,,3291,區間,1,0.0,4220,15.0,23:32,22:18,23:32,離峰,1,週末,1,3.0,,,,2.0,21.0,3.0,2,0,1,臺南
2026-03-01,,,3292,區間,0,0.0,4220,29.0,23:31,21:44,23:31,離峰,1,週末,1,6.0,,,,2.0,21.0,0.0,0,0,0,臺南
2026-03-01,,,3294,區間,0,0.0,4220,29.0,23:53,22:03,23:53,離峰,1,週末,1,6.0,,,,2.0,21.0,0.0,0,0,0,臺南
2026-03-01,,,3297,區間,1,1.0,4220,45.0,23:59,20:22,23:59,離峰,1,週末,1,4.0,,,,2.0,21.0,6.0,5,1,1,臺南
2026-03-01,,,3320,區間,0,0.0,4340,27.0,13:14,11:17,13:14,離峰,1,週末,1,4.0,,,,4.0,7.0,6.0,6,1,1,新左營
2026-03-01,,,3323,區間,1,0.0,5120,8.0,14:17,13:27,14:17,離峰,1,週末,1,5.0,,,,3.0,62.0,1.0,2,0,1,枋寮
2026-03-01,,,3328,區間,0,0.0,4340,27.0,16:44,14:55,16:44,離峰,1,週末,1,4.0,,,,3.0,22.0,0.0,0,0,0,新左營
2026-03-01,,,3329,區間,1,0.0,5120,8.0,18:18,17:32,18:18,尖峰,1,週末,1,5.0,,,,3.0,26.0,1.0,0,0,0,枋寮
2026-03-01,,,3331,區間,1,0.0,5120,27.0,19:02,16:55,19:02,尖峰,1,週末,1,5.0,,,,3.0,26.0,0.0,4,0,1,枋寮
