Date,TaiwanDate,TrainNo,MeanDelay,MaxDelay,ObservedStopCount_Actual,TrainType,Direction,TripLine,CoverageRate,ObservedStopCount,ScheduledStopCount,IsHoliday,HolidayType,Period,TerminalDelay,IsDelayed,IsDelayed_Research
2026-03-18,2026-03-18,2184,0.16666666666666666,1.0,30,區間,0,1,0.625,30,48,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,219,0.07692307692307693,1.0,13,傾斜式自強,1,0,0.9286,13,14,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2190,0.14285714285714285,1.0,7,區間,0,1,0.5,7,14,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,2191,0.0,0.0,7,區間,1,1,0.5,7,14,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2193,0.22916666666666666,3.0,48,區間,1,1,0.6486,48,74,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2194,0.5416666666666666,3.0,48,區間,0,1,0.6486,48,74,0,平日,離峰,3.0,0,0
2026-03-18,2026-03-18,2203,1.4,4.0,30,區間,1,1,0.625,30,48,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2204,0.6,2.0,30,區間,0,1,0.625,30,48,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,2213,1.1458333333333333,9.0,48,區間,1,1,0.6486,48,74,0,平日,離峰,2.0,0,0
2026-03-18,2026-03-18,2214,0.16666666666666666,1.0,48,區間,0,1,0.6486,48,74,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2223,1.1538461538461537,7.0,26,區間,1,1,0.5417,26,48,0,平日,離峰,,0,0
2026-03-18,2026-03-18,2224,0.3333333333333333,2.0,30,區間,0,1,0.625,30,48,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2226,6.0,7.0,4,區間,0,1,0.5714,4,7,0,平日,離峰,5.0,1,1
2026-03-18,2026-03-18,2233,0.41025641025641024,4.0,39,區間,1,1,0.527,39,74,0,平日,離峰,,0,0
2026-03-18,2026-03-18,2234,0.65625,4.0,32,區間,0,1,0.4324,32,74,0,平日,離峰,,0,0
2026-03-18,2026-03-18,2236,0.5,1.0,4,區間,0,1,0.5714,4,7,0,平日,尖峰,1.0,0,0
2026-03-18,2026-03-18,2237,0.8,4.0,15,區間,1,1,0.5,15,30,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,224,0.375,2.0,16,傾斜式自強,0,0,0.9412,16,17,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2243,1.0769230769230769,4.0,13,區間,1,1,0.2708,13,48,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,2244,0.75,3.0,24,區間,0,1,0.5,24,48,0,平日,離峰,,0,0
2026-03-18,2026-03-18,2246,0.0,0.0,4,區間,0,1,0.5714,4,7,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,2253,0.48148148148148145,2.0,27,區間,1,1,0.3649,27,74,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,2254,0.4117647058823529,1.0,17,區間,0,1,0.2297,17,74,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,2263,0.0,0.0,2,區間,1,1,0.0417,2,48,0,平日,離峰,,0,0
2026-03-18,2026-03-18,2264,0.5454545454545454,1.0,11,區間,0,1,0.2292,11,48,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,2272,0.3333333333333333,1.0,6,區間,0,1,0.25,6,24,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,2273,0.375,1.0,8,區間,1,1,0.1379,8,58,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,2274,1.0,1.0,2,區間,0,1,0.0417,2,48,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,228,0.38461538461538464,2.0,13,傾斜式自強,0,0,0.9286,13,14,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,231,0.0,0.0,8,傾斜式自強,1,0,1.0,8,8,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,232,0.0,0.0,12,自強,0,0,1.0,12,12,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,235,0.25,2.0,8,傾斜式自強,1,0,0.4706,8,17,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,241,0.0,0.0,2,自強,1,0,0.125,2,16,0,平日,離峰,,0,0
2026-03-18,2026-03-18,246,0.14285714285714285,1.0,7,自強,0,0,0.4667,7,15,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,248,0.0,0.0,6,傾斜式自強,0,0,0.75,6,8,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,2502,0.6666666666666666,1.0,3,區間,0,2,0.2,3,15,0,平日,深夜,1.0,0,0
2026-03-18,2026-03-18,2503,0.7,2.0,10,區間,1,2,0.4545,10,22,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,2504,1.4,3.0,15,區間,0,2,0.5556,15,27,0,平日,深夜,3.0,0,0
2026-03-18,2026-03-18,2507,0.0625,1.0,16,區間,1,2,0.7273,16,22,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,2511,0.05263157894736842,1.0,19,區間,1,2,0.8636,19,22,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,2512,0.21052631578947367,2.0,19,區間,0,2,0.8636,19,22,0,平日,尖峰,1.0,0,0
2026-03-18,2026-03-18,2513,0.42105263157894735,2.0,19,區間,1,2,0.8636,19,22,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,2514,0.05263157894736842,1.0,19,區間,0,2,0.8636,19,22,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,2517,2.1363636363636362,5.0,22,區間,1,2,0.8462,22,26,0,平日,尖峰,0.0,0,1
2026-03-18,2026-03-18,2518,0.9130434782608695,2.0,23,區間,0,2,0.8214,23,28,0,平日,尖峰,2.0,0,0
2026-03-18,2026-03-18,2521,1.3157894736842106,3.0,19,區間,1,2,0.8636,19,22,0,平日,離峰,2.0,0,0
2026-03-18,2026-03-18,2522,0.25,2.0,24,區間,0,2,0.8889,24,27,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2523,0.21052631578947367,1.0,19,區間,1,2,0.8636,19,22,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2524,1.1176470588235294,3.0,17,區間,0,2,0.9444,17,18,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,2527,0.4117647058823529,2.0,17,區間,1,2,0.9444,17,18,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2528,0.8235294117647058,3.0,17,區間,0,2,0.9444,17,18,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2531,1.2352941176470589,7.0,17,區間,1,2,0.9444,17,18,0,平日,離峰,5.0,1,0
2026-03-18,2026-03-18,2532,0.35294117647058826,2.0,17,區間,0,2,0.9444,17,18,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2533,1.411764705882353,3.0,17,區間,1,2,0.9444,17,18,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2534,0.3684210526315789,1.0,19,區間,0,2,0.8636,19,22,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2535,2.2083333333333335,6.0,24,區間,1,2,0.8889,24,27,0,平日,離峰,2.0,0,1
2026-03-18,2026-03-18,2538,1.1666666666666667,3.0,24,區間,0,2,0.8889,24,27,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2539,3.3529411764705883,7.0,17,區間,1,2,0.9444,17,18,0,平日,離峰,2.0,0,1
2026-03-18,2026-03-18,2540,16.11764705882353,19.0,17,區間,0,2,0.9444,17,18,0,平日,離峰,15.0,1,1
2026-03-18,2026-03-18,2541,1.7619047619047619,4.0,21,區間,1,2,0.875,21,24,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2542,0.5238095238095238,2.0,21,區間,0,2,0.875,21,24,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2543,0.4583333333333333,2.0,24,區間,1,2,0.8889,24,27,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,2544,1.5789473684210527,3.0,19,區間,0,2,0.8636,19,22,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2547,2.823529411764706,5.0,17,區間,1,2,0.7083,17,24,0,平日,尖峰,,0,1
2026-03-18,2026-03-18,2548,0.631578947368421,1.0,19,區間,0,2,0.8636,19,22,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,2551,0.0,0.0,3,區間,1,2,0.1364,3,22,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,2552,1.8421052631578947,5.0,19,區間,0,2,0.8636,19,22,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,2553,0.0,0.0,2,區間,1,2,0.0909,2,22,0,平日,離峰,,0,0
2026-03-18,2026-03-18,2554,3.0,5.0,10,區間,0,2,0.4167,10,24,0,平日,尖峰,,0,1
2026-03-18,2026-03-18,2600,0.2,1.0,10,區間,0,3,0.7692,10,13,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,2601,0.0,0.0,9,區間,1,3,0.45,9,20,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,2602,0.47619047619047616,2.0,21,區間,0,3,0.7,21,30,0,平日,深夜,2.0,0,0
2026-03-18,2026-03-18,2603,0.5384615384615384,2.0,13,區間,1,3,0.65,13,20,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,2604,2.25,4.0,16,區間,0,3,0.6957,16,23,0,平日,尖峰,4.0,0,1
2026-03-18,2026-03-18,2606,0.6923076923076923,2.0,13,區間,0,3,0.8125,13,16,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,2607,0.375,1.0,16,區間,1,3,0.6957,16,23,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,2608,1.75,4.0,16,區間,0,3,0.6957,16,23,0,平日,離峰,2.0,0,0
2026-03-18,2026-03-18,2609,0.4,1.0,10,區間,1,3,0.7692,10,13,0,平日,尖峰,1.0,0,0
2026-03-18,2026-03-18,2610,0.38461538461538464,2.0,13,區間,0,3,0.65,13,20,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,2611,0.5,1.0,22,區間,1,3,0.7333,22,30,0,平日,尖峰,1.0,0,0
2026-03-18,2026-03-18,2612,0.46153846153846156,1.0,13,區間,0,3,0.65,13,20,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,2613,2.0625,4.0,16,區間,1,3,0.6957,16,23,0,平日,離峰,3.0,0,1
2026-03-18,2026-03-18,2614,3.5625,7.0,16,區間,0,3,0.6957,16,23,0,平日,離峰,3.0,0,1
2026-03-18,2026-03-18,2615,0.3125,2.0,16,區間,1,3,0.6957,16,23,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2617,0.5625,2.0,16,區間,1,3,0.6957,16,23,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2618,1.7,4.0,10,區間,0,3,0.7692,10,13,0,平日,尖峰,2.0,0,0
2026-03-18,2026-03-18,2619,3.2941176470588234,8.0,17,區間,1,3,0.6538,17,26,0,平日,離峰,1.0,0,1
2026-03-18,2026-03-18,2621,0.6153846153846154,2.0,13,區間,1,3,0.65,13,20,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,2622,1.55,4.0,20,區間,0,3,0.6897,20,29,0,平日,尖峰,3.0,0,0
2026-03-18,2026-03-18,2623,0.5,2.0,16,區間,1,3,0.6957,16,23,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,2624,1.9285714285714286,3.0,14,區間,0,3,0.6087,14,23,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,2627,0.15384615384615385,1.0,13,區間,1,3,0.65,13,20,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,2631,0.0,0.0,3,區間,1,3,0.1875,3,16,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,2702,1.25,3.0,4,區間快,0,0,0.4444,4,9,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,2703,0.0,0.0,2,區間快,1,0,0.2,2,10,0,平日,深夜,,0,0
2026-03-18,2026-03-18,2707,0.2,1.0,5,區間快,1,0,0.5,5,10,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,271,1.8571428571428572,5.0,14,傾斜式自強,1,1,1.0,14,14,0,平日,離峰,3.0,0,0
2026-03-18,2026-03-18,272,1.625,4.0,24,自強,0,1,0.9231,24,26,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,273,2.2,7.0,10,傾斜式自強,1,1,1.0,10,10,0,平日,離峰,5.0,1,1
2026-03-18,2026-03-18,278,0.3684210526315789,2.0,19,自強,0,2,1.0,19,19,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,280,1.0714285714285714,2.0,14,自強,0,1,1.0,14,14,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,282,0.2,2.0,10,傾斜式自強,0,1,1.0,10,10,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,283,0.25,1.0,8,自強,1,1,0.4444,8,18,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,285,0.0,0.0,4,自強,1,2,0.2105,4,19,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,288,0.2,1.0,5,傾斜式自強,0,1,0.3571,5,14,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3001,0.15384615384615385,1.0,13,區間快,1,0,0.8667,13,15,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,3003,0.2631578947368421,2.0,19,區間快,1,0,1.0,19,19,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3005,0.1875,3.0,32,區間快,1,1,1.0,32,32,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3006,0.23076923076923078,1.0,13,區間快,0,0,0.9286,13,14,0,平日,尖峰,1.0,0,0
2026-03-18,2026-03-18,301,2.0,6.0,15,自強,1,0,1.0,15,15,0,平日,尖峰,1.0,0,1
2026-03-18,2026-03-18,3010,0.6,7.0,30,區間快,0,1,1.0,30,30,0,平日,離峰,3.0,0,0
2026-03-18,2026-03-18,3018,0.29411764705882354,3.0,17,區間快,0,0,1.0,17,17,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3021,0.5333333333333333,2.0,15,區間快,1,0,0.8824,15,17,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3023,0.68,2.0,25,區間快,1,0,0.8929,25,28,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,3028,0.37142857142857144,4.0,35,區間快,0,0,1.0,35,35,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3029,0.20689655172413793,1.0,29,區間快,1,1,1.0,29,29,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3031,0.8333333333333334,2.0,6,區間快,1,0,0.3529,6,17,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3032,2.3076923076923075,4.0,13,區間快,0,0,1.0,13,13,0,平日,離峰,1.0,0,1
2026-03-18,2026-03-18,3035,1.2272727272727273,6.0,22,區間快,1,1,0.7097,22,31,0,平日,離峰,,0,0
2026-03-18,2026-03-18,3038,0.25,2.0,20,區間快,0,0,0.9524,20,21,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,304,0.125,1.0,16,自強,0,0,1.0,16,16,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3051,0.5454545454545454,1.0,11,區間快,1,0,0.7857,11,14,0,平日,尖峰,1.0,0,0
2026-03-18,2026-03-18,3052,0.0,0.0,5,區間快,0,0,0.3571,5,14,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,3053,0.09090909090909091,1.0,11,區間快,1,0,0.7857,11,14,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3054,1.8181818181818181,4.0,11,區間快,0,0,0.7857,11,14,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3057,0.18181818181818182,1.0,11,區間快,1,0,0.7857,11,14,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3058,0.36363636363636365,1.0,11,區間快,0,0,0.7857,11,14,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,306,0.56,3.0,25,自強,0,0,1.0,25,25,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3061,0.5833333333333334,2.0,12,區間快,1,0,0.5455,12,22,0,平日,離峰,2.0,0,0
2026-03-18,2026-03-18,3062,0.9090909090909091,2.0,11,區間快,0,0,0.7857,11,14,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3063,0.0,0.0,11,區間快,1,0,0.7857,11,14,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3064,0.0,0.0,11,區間快,0,0,0.7857,11,14,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3067,0.5454545454545454,3.0,11,區間快,1,0,0.7857,11,14,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3071,0.6666666666666666,3.0,12,區間快,1,0,0.5455,12,22,0,平日,離峰,2.0,0,0
2026-03-18,2026-03-18,3072,0.36363636363636365,1.0,11,區間快,0,0,0.7857,11,14,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3073,0.45454545454545453,3.0,11,區間快,1,0,0.7857,11,14,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,3074,0.16666666666666666,1.0,12,區間快,0,0,0.5455,12,22,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3078,0.08333333333333333,1.0,12,區間快,0,0,0.5455,12,22,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,308,0.72,3.0,25,自強,0,0,1.0,25,25,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3082,1.3333333333333333,2.0,12,區間快,0,0,0.5455,12,22,0,平日,尖峰,2.0,0,0
2026-03-18,2026-03-18,3111,0.0,0.0,10,區間,1,0,0.3448,10,29,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,3116,0.0,0.0,7,區間,0,0,0.4667,7,15,0,平日,深夜,,0,0
2026-03-18,2026-03-18,3117,0.3333333333333333,2.0,15,區間,1,0,0.3846,15,39,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,3118,0.3333333333333333,2.0,30,區間,0,1,0.5,30,60,0,平日,深夜,1.0,0,0
2026-03-18,2026-03-18,3121,1.1666666666666667,5.0,18,區間,1,0,0.4186,18,43,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,3122,0.13333333333333333,1.0,15,區間,0,0,0.3947,15,38,0,平日,深夜,,0,0
2026-03-18,2026-03-18,3127,3.1363636363636362,15.0,22,區間,1,0,0.5116,22,43,0,平日,深夜,1.0,0,1
2026-03-18,2026-03-18,3128,0.2631578947368421,2.0,38,區間,0,1,0.5205,38,73,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,313,0.0625,1.0,16,自強,1,0,1.0,16,16,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3131,0.08,1.0,25,區間,1,0,0.4808,25,52,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,3132,0.6153846153846154,2.0,52,區間,0,1,0.5778,52,90,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,3137,0.20689655172413793,1.0,29,區間,1,0,0.4915,29,59,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,3138,1.4651162790697674,10.0,43,區間,0,1,0.589,43,73,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,314,0.1111111111111111,1.0,9,自強,0,0,1.0,9,9,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3140,0.25,1.0,8,區間,0,0,0.4,8,20,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3141,0.037037037037037035,1.0,27,區間,1,0,0.587,27,46,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3142,2.84,5.0,25,區間,0,0,0.5814,25,43,0,平日,尖峰,,0,1
2026-03-18,2026-03-18,3143,0.1,1.0,10,區間,1,0,0.5882,10,17,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3145,0.0,0.0,6,區間,1,0,0.4,6,15,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3147,0.15384615384615385,1.0,39,區間,1,1,0.5342,39,73,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,3148,0.36363636363636365,2.0,44,區間,0,1,0.6027,44,73,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3151,0.52,2.0,25,區間,1,0,0.5814,25,43,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3152,0.12,1.0,25,區間,0,0,0.5814,25,43,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3157,0.30434782608695654,2.0,46,區間,1,1,0.5412,46,85,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,3158,0.36363636363636365,3.0,44,區間,0,1,0.6027,44,73,0,平日,尖峰,1.0,0,0
2026-03-18,2026-03-18,3161,0.24,2.0,25,區間,1,0,0.5814,25,43,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3162,0.16,2.0,25,區間,0,0,0.5814,25,43,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3165,1.0,2.0,8,區間,1,0,0.4,8,20,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,3167,0.6744186046511628,2.0,43,區間,1,1,0.589,43,73,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3168,0.3409090909090909,2.0,44,區間,0,1,0.6027,44,73,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,317,0.3,2.0,20,自強,1,0,0.8333,20,24,0,平日,離峰,,0,0
2026-03-18,2026-03-18,3171,0.8,3.0,25,區間,1,0,0.5814,25,43,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3172,0.32,2.0,25,區間,0,0,0.5814,25,43,0,平日,離峰,,0,0
2026-03-18,2026-03-18,3177,0.4222222222222222,5.0,45,區間,1,1,0.5921,45,76,0,平日,尖峰,0.0,0,0
2026-03-18,2026-03-18,3178,1.3863636363636365,10.0,44,區間,0,1,0.6027,44,73,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,3180,0.6666666666666666,1.0,6,區間,0,0,0.4,6,15,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,3181,4.2,11.0,25,區間,1,0,0.5814,25,43,0,平日,離峰,1.0,0,1
2026-03-18,2026-03-18,3187,0.8181818181818182,9.0,44,區間,1,1,0.5867,44,75,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3188,0.18181818181818182,1.0,44,區間,0,1,0.6027,44,73,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3191,0.2,2.0,25,區間,1,0,0.5814,25,43,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3192,0.5,1.0,30,區間,0,0,0.6122,30,49,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3197,0.46511627906976744,2.0,43,區間,1,1,0.589,43,73,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3198,0.022727272727272728,1.0,44,區間,0,1,0.6027,44,73,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3201,0.04,1.0,25,區間,1,0,0.5814,25,43,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3202,0.08,1.0,25,區間,0,0,0.5814,25,43,0,平日,離峰,,0,0
2026-03-18,2026-03-18,3207,0.04878048780487805,1.0,41,區間,1,1,0.6029,41,68,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3208,0.6818181818181818,3.0,44,區間,0,1,0.6027,44,73,0,平日,離峰,3.0,0,0
2026-03-18,2026-03-18,3211,0.04,1.0,25,區間,1,0,0.5814,25,43,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3212,0.04,1.0,25,區間,0,0,0.5814,25,43,0,平日,離峰,,0,0
2026-03-18,2026-03-18,3217,0.32558139534883723,3.0,43,區間,1,1,0.589,43,73,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3218,0.22727272727272727,2.0,44,區間,0,1,0.6027,44,73,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3221,1.96,11.0,25,區間,1,0,0.5814,25,43,0,平日,離峰,11.0,1,0
2026-03-18,2026-03-18,3222,0.24,1.0,25,區間,0,0,0.5814,25,43,0,平日,離峰,,0,0
2026-03-18,2026-03-18,3227,1.255813953488372,4.0,43,區間,1,1,0.589,43,73,0,平日,離峰,1.0,0,0
2026-03-18,2026-03-18,3228,0.717948717948718,4.0,39,區間,0,1,0.5342,39,73,0,平日,離峰,,0,0
2026-03-18,2026-03-18,3229,0.6666666666666666,1.0,6,區間,1,0,0.4,6,15,0,平日,尖峰,1.0,0,0
2026-03-18,2026-03-18,323,0.0,0.0,9,自強,1,0,0.375,9,24,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3231,0.6896551724137931,3.0,29,區間,1,0,0.5918,29,49,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3232,0.28,1.0,25,區間,0,0,0.5814,25,43,0,平日,離峰,,0,0
2026-03-18,2026-03-18,3237,0.6904761904761905,4.0,42,區間,1,1,0.5753,42,73,0,平日,離峰,,0,0
2026-03-18,2026-03-18,3238,0.09375,1.0,32,區間,0,1,0.4384,32,73,0,平日,離峰,,0,0
2026-03-18,2026-03-18,324,0.2,1.0,10,自強,0,0,0.8333,10,12,0,平日,離峰,,0,0
2026-03-18,2026-03-18,3241,0.3181818181818182,2.0,22,區間,1,0,0.5116,22,43,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3242,0.8518518518518519,3.0,27,區間,0,0,0.6,27,45,0,平日,離峰,0.0,0,0
2026-03-18,2026-03-18,3247,4.885714285714286,22.0,35,區間,1,1,0.4795,35,73,0,平日,離峰,,0,1
2026-03-18,2026-03-18,3248,0.47619047619047616,2.0,21,區間,0,1,0.2625,21,80,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3250,0.75,2.0,8,區間,0,0,0.4,8,20,0,平日,離峰,2.0,0,0
2026-03-18,2026-03-18,3251,2.5,7.0,12,區間,1,0,0.2791,12,43,0,平日,尖峰,,0,1
2026-03-18,2026-03-18,3252,1.0526315789473684,4.0,19,區間,0,1,0.2235,19,85,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3257,2.076923076923077,5.0,26,區間,1,1,0.3562,26,73,0,平日,離峰,,0,1
2026-03-18,2026-03-18,3258,0.8,2.0,15,區間,0,0,0.2885,15,52,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3261,0.42857142857142855,1.0,7,區間,1,0,0.1628,7,43,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3262,0.09090909090909091,1.0,11,區間,0,1,0.1507,11,73,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3266,0.0,0.0,6,區間,0,0,0.2069,6,29,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3267,0.09523809523809523,1.0,21,區間,1,1,0.2877,21,73,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3268,0.0,0.0,6,區間,0,0,0.1017,6,59,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3272,0.0,0.0,2,區間,0,0,0.0408,2,49,0,平日,尖峰,,0,0
2026-03-18,2026-03-18,3277,3.6470588235294117,7.0,17,區間,1,1,0.2329,17,73,0,平日,尖峰,,0,1
2026-03-18,2026-03-18,3287,2.0,2.0,7,區間,1,1,0.1029,7,68,0,平日,尖峰,,0,1
2026-03-18,2026-03-18,3297,0.0,0.0,2,區間,1,1,0.0444,2,45,0,平日,離峰,,0,0
2026-03-18,2026-03-18,3301,0.0,0.0,2,區間,1,0,0.25,2,8,0,平日,深夜,0.0,0,0
2026-03-18,2026-03-18,3303,0.5,3.0,6,區間,1,0,0.6667,6,9,0,平日,深夜,0.0,0,0
